Epoch,Training Loss,Validation Loss,Alpha,Lambda Weight Lvl 1,Lambda Weight Lvl 2,Lambda Weight Lvl 3,Lambda Weight Lvl 4
1,4.428108997642994,1.9625910240269842,0.0,1.0,1.0,1.0,1.0
2,1.910040665950094,1.1324906987359835,0.0,1.0,1.0,1.0,1.0
3,1.2131090834736824,0.6744474487246147,0.0,1.0,1.0,1.0,1.0
4,0.9630187183973336,0.7116625459997782,0.0,1.0,1.0,1.0,1.0
5,0.7934630652889609,0.42504142939911355,0.0,1.0,1.0,1.0,1.0
6,0.6429983875270755,0.3179782677796625,0.0,1.0,1.0,1.0,1.0
7,0.5718740657903254,0.378232041601136,0.0,1.0,1.0,1.0,1.0
8,0.5251363457313606,0.38244322905804784,0.0,1.0,1.0,1.0,1.0
9,0.470534458956016,0.24485574372478627,0.0,1.0,1.0,1.0,1.0
10,0.40595189406580867,0.2601775446860951,0.0,1.0,1.0,1.0,1.0
11,0.3593441682169214,0.28455934685327866,0.0,1.0,1.0,1.0,1.0
12,0.35222824149864856,0.22224053028150506,0.0,1.0,1.0,1.0,1.0
13,0.2993252758114111,0.24753498925461567,0.0,1.0,1.0,1.0,1.0
14,0.30660510978971917,0.15043048971745607,0.0,1.0,1.0,1.0,1.0
15,0.2603994521445462,0.17676121328570712,0.0,1.0,1.0,1.0,1.0
16,0.251557993494706,0.16523556289199146,0.0,1.0,1.0,1.0,1.0
17,0.24864380579397438,0.1581634397006426,0.0,1.0,1.0,1.0,1.0
18,0.2248679159466909,0.1449213812342177,0.0,1.0,1.0,1.0,1.0
19,0.20199679885575147,0.14726956108262085,0.0,1.0,1.0,1.0,1.0
20,0.19675747574295938,0.17892963362620712,0.0,1.0,1.0,1.0,1.0
21,0.11190749789931856,0.11203142073080537,0.0,1.0,1.0,1.0,1.0
22,0.0898912437984282,0.10743241960329085,0.0,1.0,1.0,1.0,1.0
23,0.07199903340958935,0.10395738237515875,0.0,1.0,1.0,1.0,1.0
24,0.07167686311212103,0.10315898666571922,0.0,1.0,1.0,1.0,1.0
25,0.06116806732288318,0.10009492104884321,0.0,1.0,1.0,1.0,1.0
26,0.05338783053247469,0.10231408607981914,0.0,1.0,1.0,1.0,1.0
27,0.056774589765804455,0.10554003098032115,0.0,1.0,1.0,1.0,1.0
28,0.05373495652453303,0.11119267441284007,0.0,1.0,1.0,1.0,1.0
29,0.0461861303200359,0.11832741672819361,0.0,1.0,1.0,1.0,1.0
30,0.04786060682389299,0.12261992652692232,0.0,1.0,1.0,1.0,1.0
