Epoch,Training Loss,Validation Loss,Alpha
1,1.7664957966915398,0.8356587631757869,0.5
2,0.5736653077047925,0.6759116354376771,0.5
3,0.3549593407400819,0.39861101487348244,0.5
4,0.260812363097834,0.2353101346381875,0.5
5,0.1833009619005891,0.3305049971612387,0.5
6,0.15410364287537198,0.4332356706954712,0.5
7,0.13954362073090187,0.11732568553713865,0.5
8,0.12077371559517328,0.10056930361965367,0.5
9,0.10070160894199859,0.07375809437443698,0.5
10,0.0859377107669621,0.08567366079795499,0.5
11,0.0716793309983819,0.0669152935111332,0.5
12,0.07827345346707071,0.04997932524745201,0.5
13,0.07392275493028899,0.27968186894648295,0.5
14,0.06904384612084129,0.04687841278284268,0.5
15,0.07448994932306367,0.06933306033809691,0.5
16,0.05539342646681985,0.07394430876687862,0.5
17,0.043689289621922166,0.03981995129048131,0.5
18,0.04440062446248999,0.0633407945457716,0.5
19,0.05082744594316843,0.045702299066862566,0.5
20,0.055410534504606104,0.08426720420721659,0.5
21,0.04927843926950943,0.06093110305062214,0.5
22,0.045011383807828084,0.04435904897955181,0.5
23,0.05297087358397453,0.08254746527974169,0.5
24,0.04077799809923352,0.04140268320780854,0.5
25,0.05347721737506258,0.06799727947082977,0.5
26,0.03960136812164037,0.02128043065583983,0.5
27,0.030230082454820444,0.037995262392715355,0.5
28,0.0332244663802517,0.04111788054023934,0.5
29,0.03742187770901161,0.07560066161609558,0.5
30,0.04537994109695171,0.10431064540888507,0.5
31,0.03497298569310196,0.02903847564390839,0.5
32,0.029654341447708565,0.027862846124937574,0.5
33,0.029466861280271525,0.06197345644170635,0.5
34,0.022573655070520417,0.08967049383737016,0.5
35,0.03170503554811571,0.029912732282976976,0.5
36,0.03181263855996888,0.04474219573332744,0.5
37,0.03776339032229707,0.0289755912224199,0.5
38,0.014853393697710491,0.023635285000535414,0.5
39,0.009652180281172637,0.022787685850181694,0.5
40,0.00911503040277789,0.022643883056899055,0.5
41,0.01051848718658263,0.021831925892759098,0.5
42,0.008343617241223192,0.021849856001198383,0.5
43,0.006330786653399078,0.021669046693340386,0.5
44,0.00582449261943788,0.02146524933336349,0.5
45,0.006714805967829645,0.021936692980814895,0.5
46,0.005375605844114203,0.021741245803008666,0.5
