Epoch,Training Loss,Validation Loss,Alpha,Lambda Weight Lvl 1,Lambda Weight Lvl 2,Lambda Weight Lvl 3,Lambda Weight Lvl 4
1,3.7614714683302295,3.147047490081531,0.0,1.0,1.0,1.0,1.0
2,2.8443722368886806,2.838896923017182,0.0,1.0,1.0,1.0,1.0
3,2.6392577994589836,2.551612562381181,0.0,1.0,1.0,1.0,1.0
4,2.4926215430234104,2.622703414235339,0.0,1.0,1.0,1.0,1.0
5,2.3808610711321734,2.50623979344464,0.0,1.0,1.0,1.0,1.0
6,2.297073459865263,3.3819653795869558,0.0,1.0,1.0,1.0,1.0
7,2.217354433248507,3.57776665327533,0.0,1.0,1.0,1.0,1.0
8,2.1630009488771424,2.33452057518415,0.0,1.0,1.0,1.0,1.0
9,2.105008265316086,2.227842209523156,0.0,1.0,1.0,1.0,1.0
10,2.0228272764474755,2.145941527097817,0.0,1.0,1.0,1.0,1.0
11,1.9705132796060318,2.038778579875127,0.0,1.0,1.0,1.0,1.0
12,1.933036434970446,1.8869500286227106,0.0,1.0,1.0,1.0,1.0
13,1.8848963833895305,2.0197746673686394,0.0,1.0,1.0,1.0,1.0
14,1.832917998701134,2.2384357728414086,0.0,1.0,1.0,1.0,1.0
15,1.791537953903211,1.8477049211927707,0.0,1.0,1.0,1.0,1.0
16,1.7289204201442283,1.8451476047103037,0.0,1.0,1.0,1.0,1.0
17,1.6872877880630877,1.772772273761314,0.0,1.0,1.0,1.0,1.0
18,1.6558970950993916,1.8344407401628942,0.0,1.0,1.0,1.0,1.0
19,1.5904018096875825,1.7309715989852112,0.0,1.0,1.0,1.0,1.0
20,1.545756191215259,2.207179354941285,0.0,1.0,1.0,1.0,1.0
21,1.4742522917737897,1.7064080102331687,0.0,1.0,1.0,1.0,1.0
22,1.4327462441569208,1.8421133348605776,0.0,1.0,1.0,1.0,1.0
23,1.37007109310803,1.8155934424608347,0.0,1.0,1.0,1.0,1.0
24,1.3007281038585126,2.71285623151984,0.0,1.0,1.0,1.0,1.0
25,1.242133290375639,1.7078474318021095,0.0,1.0,1.0,1.0,1.0
26,1.1699034933675856,1.7455828518875494,0.0,1.0,1.0,1.0,1.0
27,1.11843452257598,2.8406477012490265,0.0,1.0,1.0,1.0,1.0
28,1.0414298927823968,1.9453281824220747,0.0,1.0,1.0,1.0,1.0
29,1.0353328889648385,2.1235203076929055,0.0,1.0,1.0,1.0,1.0
30,0.9402856877786201,1.864897561353325,0.0,1.0,1.0,1.0,1.0
31,0.901588815870701,1.6583529812777602,0.0,1.0,1.0,1.0,1.0
32,0.8590223975229583,2.360690334699298,0.0,1.0,1.0,1.0,1.0
33,0.7878899382264822,2.5400887641730723,0.0,1.0,1.0,1.0,1.0
34,0.7306978479527787,2.052854544764397,0.0,1.0,1.0,1.0,1.0
35,0.7186363786959008,1.9919424376031696,0.0,1.0,1.0,1.0,1.0
36,0.6654943637299857,2.1671393421672334,0.0,1.0,1.0,1.0,1.0
37,0.5978270909130173,2.2029597656238797,0.0,1.0,1.0,1.0,1.0
38,0.5991288091512335,1.9841878843187486,0.0,1.0,1.0,1.0,1.0
39,0.5068978765766893,2.047621880401701,0.0,1.0,1.0,1.0,1.0
40,0.499404436839907,2.1198140682790103,0.0,1.0,1.0,1.0,1.0
41,0.5006628229514064,2.068344045305412,0.0,1.0,1.0,1.0,1.0
42,0.4485245152132823,2.1012937839599264,0.0,1.0,1.0,1.0,1.0
43,0.28039564714835796,1.814016834101421,0.0,1.0,1.0,1.0,1.0
44,0.19976853223004998,1.9191761016345663,0.0,1.0,1.0,1.0,1.0
45,0.17757112917884085,1.8909522103983283,0.0,1.0,1.0,1.0,1.0
46,0.14764561916032692,1.9392136959921593,0.0,1.0,1.0,1.0,1.0
47,0.1366813620864945,2.053654690616883,0.0,1.0,1.0,1.0,1.0
48,0.12328949656912544,2.0765456228748262,0.0,1.0,1.0,1.0,1.0
49,0.12695148980695029,2.109432801104232,0.0,1.0,1.0,1.0,1.0
50,0.10294639684209887,2.123861726898475,0.0,1.0,1.0,1.0,1.0
51,0.09365957536290856,2.2799020839617556,0.0,1.0,1.0,1.0,1.0
